R. PRUDENTE DE MORAIS	281		MAUA	SP	-23,6704059442	-46,4498980857	Outros	23692
AVENIDA NOVE DE JULHO	2500	JARDIM PAULISTA	S.PAULO	SP	-23,5638108032	-46,6568596869	Via pública	11362
AVENIDA DOUTOR MARTIN LUTHER KING	479		OSASCO	SP	-23,551656668	-46,7719443102	Outros	19454
RUA JOAQUIM NUNES	157	PIRITUBA	S.PAULO	SP	-23,4545690627	-46,7186686284	Outros	33036
PRAÇA QUATORZE BIS	0	PAE CARÁ	GUARUJA	SP	-23,943888725	-46,298980917	Via pública	12769
RUA EMBAIXATRIZ DORA DE VASCONCELOS	111	CIDADE ADEMAR	S.PAULO	SP	-23,6751913354	-46,6680954842	Via pública	35199
AVENIDA FERNANDO FERNANDES	97	J FREITAS JR	TABOAO DA SERRA	SP	-23,639158629	-46,799143937	Via pública	30691
RUA GENERAL CÂMARA	1300		RIBEIRAO PRETO	SP	-21,1471410236	-47,8206194576	Outros	38725
RUA NOSSA SENHORA DAS MERCES	0		S.PAULO	SP	-23,617922912	-46,610162305	Outros	2045
RUA CRISTOVAO ARRAES	70	TUCURUVI	S.PAULO	SP	-23,4694066566	-46,5898693064	Via pública	14348
AVENIDA FAGUNDES DE OLIVEIRA	1200	VILA ROBERTO	DIADEMA	SP	-23,6834829909	-46,5829565446	Outros	15283
RUA PETRÓPOLIS	291		GUARUJA	SP	-23,9978038474	-46,2589953202	Outros	9030
RUA AMELIA BASSO BREDA	800	VILA REAL	HORTOLANDIA	SP	-22,8689231903	-47,2004718368	Via pública	2561
RUA MINISTRO GASTAO MESQUITA	1	PERDIZES	S.PAULO	SP	-23,541244812	-46,676175775	Via pública	28007
AVENIDA SAO GABRIEL	201		S.PAULO	SP	-23,5783230982	-46,6710781288	Outros	21547
AVENIDA SANTOS DUMONT	2340	SÍTIO CONCEIÇÃOZINHA	GUARUJA	SP	-23,9815727303	-46,2691945287	Restaurante e afins	5422
ALAMEDA DOS GUAINUMBIS	100	SAUDE	S.PAULO	SP	-23,6121168857	-46,6456785084	Via pública	33321
RUA DAS MAGNÓLIAS	255	VILA JOSE PAULINO NOGUEIRA	PAULINIA	SP	-22,769109856	-47,160688322	Via pública	2343
RUA SAMUEL NEVES	0	SAO JUDAS	PIRACICABA	SP	-22,719372207	-47,640290306	Via pública	19747
Av. Eng. Heitor Antônio Eiras García	6313	Jardim Educandario	S.PAULO	SP	-23,597169702	-46,781843491	Outros	15125
RUA CACHOEIRA DO SUL	762	ITAIM	GUARULHOS	SP	-23,4743688911	-46,3892546121	Via pública	6433
RUA MONGAGUÁ	187	PQ IND AVELINO	VARGEM GRANDE PAULISTA	SP	-23,6474291337	-46,9997927748	Outros	22872
RUA PROFESSORA ALZIRA DE OLIVEIRA GILIOL	40	ARICANDUVA	S.PAULO	SP	-23,5834542516	-46,5170138083	Via pública	14904
RUA DOS AMARÍLIS	159	BAIRRO CECAP	VALINHOS	SP	-22,9477795364	-46,980251998	Via pública	19527
RUA DO BOSQUE	205	JARDIM JOÃO ROSSI	RIBEIRAO PRETO	SP	-21,211148335	-47,8235231535	Via pública	2256
AVENIDA MARIA AUGUSTA FAGUNDES GOMES	0	JARDIM AMERICA	JACAREI	SP	-23,313747573	-45,984956069	Via pública	21321
AVENIDA EMBAIXADOR MACEDO SOARES	4497	VILA LEOPOLDINA	S.PAULO	SP	-23,517937061	-46,730571495	Restaurante e afins	16579
RUA ELIZA	0	PONTE SÃO JOÃO	JUNDIAI	SP	-23,183648369	-46,874406364	Via pública	23498
RUA VILA LOBOS	1	RURAL	ITAPIRA	SP	-22,4406297563	-46,8305320165	Saúde	18266
RUA SAO CAETANO	1095	BRAS	S.PAULO	SP	-23,5362203734	-46,6224226385	Via pública	27783
RUA SÃO JOAO	376	JD SANTA TEREZA	RIO GRANDE DA SERRA	SP	-23,749261108	-46,397894537	Via pública	35933
RUA AZEVEDO SODRÉ	2	GONZAGA	SANTOS	SP	-23,966130154	-46,332601456	Via pública	24204
ESTRADA DOS ALVARENGAS	2581	DOS CASA	S.BERNARDO DO CAMPO	SP	-23,7356186688	-46,5814285627	Comércio e serviços	11278
AVENIDA DEPUTADO CANTIDIO SAMPAIO	6530		S.PAULO	SP	-23,441421257	-46,7078408631	Outros	7015
RUA PEDRO MANFRIM	0	CJ HAB ANGELO TOMAZIN	SUMARE	SP	-22,807370214	-47,199846465	Via pública	36443
RUA SERRA DE BOTUCATU	1933		S.PAULO	SP	-23,5409542343	-46,5532876327	Outros	15830
AVENIDA CAVOA	0	VILA CURUCA	S.PAULO	SP	-23,49866165	-46,422958219	Via pública	1764
RODOVIA DOS BANDEIRANTES	65		CAMPINAS	SP	-22,899990356	-47,052175787	Via pública	12892
AVENIDA ARQUITETO VILANOVA ARTIGAS	1396	SAPOPEMBA	S.PAULO	SP	-23,6028480398	-46,5032990002	Via pública	488
RUA FIORAVANTE ÂNGELO	848	INDEPENDÊNCIA	RIBEIRAO PRETO	SP	-21,154526006	-47,7900899	Via pública	23761
RUA DOUTORA NEIDE APARECIDA SOLLITO	372	VILA MARIANA	S.PAULO	SP	-23,5937933737	-46,64792116	Via pública	31143
AVENIDA MARGINAL OITO	0	JEQUITIBA (PRAIA)	ITANHAEM	SP	-24,151591079	-46,734150846	Via pública	28913
RUA GETÚLIO VARGAS	121	VILA XAVIER	DIADEMA	SP	-23,6954861131	-46,5975859944	Outros	24355
RUA ROSSINI PINTO	0	ITAIM PAULISTA	S.PAULO	SP	-23,516587876	-46,395675878	Via pública	17029
RUA CONEGO JOSE NORBERTO	195	JARDIM COLINA	S.PAULO	SP	-23,6099662149	-46,6135496232	Outros	27342
Av AUTONOMISTAS	0	KM 18	OSASCO	SP	-23,527637637	-46,792101273	Outros	373
RUA JOAO LUIZ CALHEIROS	100	BRASILANDIA	S.PAULO	SP	-23,4729024674	-46,6890766287	Via pública	25370
RUA VOLUNTARIO JOAO DOS SANTOS	0	VL TODOS OS SANTOS	INDAIATUBA	SP	-23,085436282	-47,213591275	Via pública	23453
ACESSO SPI059	0		CUBATAO	SP	-23,892287639	-46,424745152	Via pública	6398
AVENIDA DOUTOR CARLOS DE CAMPOS	160	RESIDENCIAL PREF MARIO CREM DOS SANTOS	S.BERNARDO DO CAMPO	SP	-23,66633801	-46,5653063381	Outros	1873
AVENIDA SAPOPEMBA	1118		S.PAULO	SP	-23,5658316261	-46,5696455825	Outros	11623
AVENIDA RAIMUNDO PEREIRA DE MAGALHAES	5000	PIRITUBA	S.PAULO	SP	-23,48649596	-46,725718969	Via pública	23302
AVENIDA ACADEMIA DE SAO PAULO	100	VILA ROMANA	S.PAULO	SP	-23,50044932	-46,385437924	Outros	25604
RUA AGNALDO MACEDO	400		CAMPINAS	SP	-22,940722868	-47,040500428	Outros	16605
ACESSO AVENIDA MARECHAL TITO	5033	VILA CURUCA	S.PAULO	SP	-23,494189441	-46,415420879	Outros	24332
RUA POLÔNIA	140	VILA PONTES	DIADEMA	SP	-23,669412434	-46,609172915	Outros	3595
AVENIDA DESEMBARGADOR PAULO DE OLIVEIRA	0	CENTRO	TAUBATE	SP	-23,029886195	-45,554127986	Via pública	2380
ALAMEDA ÁSIA	164		SANTANA DE PARNAIBA	SP	-23,456852265	-46,831445236	Via pública	10046
AVENIDA DEPUTADO CANTIDIO SAMPAIO	1248		S.PAULO	SP	-23,4678530542	-46,6777256305	Outros	9340
AVENIDA INDUSTRIAL	0		S.ANDRE	SP	-23,650434971	-46,53240448	Outros	23596
RUA FORTE DE IGUATEMI	0	SAPOPEMBA	S.PAULO	SP	-23,613809666	-46,505344657	Outros	22306
RUA PARAÍBA	937	VILA CRISTOVAM	LIMEIRA	SP	-22,5748078954	-47,4068421444	Via pública	34457
RUA HENRIQUE MONTEIRO	167	PINHEIROS	S.PAULO	SP	-23,5696191097	-46,6901786663	Via pública	25796
AVENIDA MÁRIO COVAS	410	ESTUARIO	SANTOS	SP	-23,968689482	-46,300086932	Via pública	28903
RUA WILLIAM SPEERS	50	LAPA	S.PAULO	SP	-23,5208796587	-46,6957734851	Restaurante e afins	25759
RODOVIA SP 160	19	CASA GRANDE	DIADEMA	SP	-23,707512438	-46,603110866	Via pública	23755
RUA RUBÉNS TABORDA	565	CASABLANCA	GUARULHOS	SP	-23,4016315839	-46,4170536206	Outros	9909
RUA SÃO MIGUEL	0	VILA SANTA CECILIA	MAUA	SP	-23,66054052	-46,469359794	Via pública	7672
RUA SALVADOR GIANETTI	701	GUAIANASES	S.PAULO	SP	-23,5429726853	-46,4141901844	Outros	9804
R. NAIR AZI PITA	201		PIRACICABA	SP	-22,6751921989	-47,6559456883	Outros	26311
RUA JOSE PINTO	27	CIDADE TIRADENTES	S.PAULO	SP	-23,6054597683	-46,4026080367	Via pública	10176
RUA ALVARO DE MENDONCA	946	ITAQUERA	S.PAULO	SP	-23,5388859497	-46,4441663005	Entidade assistencial	20488
AVENIDA DAS JUNTAS PROVISORIAS	649	IPIRANGA	S.PAULO	SP	-23,5923625758	-46,5978716928	Via pública	33400
Rua Samuel Neves	2031	Jardim Europa	PIRACICABA	SP	-22,712695656	-47,636602779	Outros	3707
RUA PEDRO RAMAZZANI	202	IGUATEMI	S.PAULO	SP	-23,6146061766	-46,4174873689	Outros	9696
RUA CARIJÓS	3443		S.ANDRE	SP	-23,7007482795	-46,5194509857	Outros	16849
RUA BOM PASTOR	822	IPIRANGA	S.PAULO	SP	-23,5836410804	-46,6077045548	Outros	34219
RUA GREENFELD	0	IPIRANGA	S.PAULO	SP	-23,601370311	-46,602746966	Outros	678
RUA PATATIVA	100		S.PAULO	SP	-23,539861976	-46,4817952156	Outros	21497
RUA FRANKLIN ALVES DE MOURA	575	ANTARTICA	PRAIA GRANDE	SP	-24,0101458405	-46,4478833614	Via pública	32931
AVENIDA AURORA FORTI NEVES	1	JARDIM SANTA EFIGENIA	OLIMPIA	SP	-20,734110647	-48,911710267	Via pública	15296
RUA DOS OPERARIOS	512	JARDIM COLINA	S.PAULO	SP	-23,6288544666	-46,6170190835	Via pública	33217
RUA IRMAOS MURGEL	607	GUAIANASES	S.PAULO	SP	-23,5466368265	-46,4062576015	Via pública	9366
RUA ALBANO MÁXIMO	10	JARDIM LEONIDIA	JACAREI	SP	-23,3070402697	-45,9732583447	Via pública	3002
AVENIDA SAO MIGUEL	3550	PONTE RASA	S.PAULO	SP	-23,5098129079	-46,4973871322	Via pública	7662
RUA MOURATO COELHO	1017	PINHEIROS	S.PAULO	SP	-23,5589555082	-46,6907785596	Outros	12924
RUA RIO BRANCO	1	BELA VISTA	BAURU	SP	-22,317392843	-49,073637015	Via pública	18810
RUA BELARMINO SIQUEIRA	25	CANGAIBA	S.PAULO	SP	-23,5061011396	-46,5323009217	Via pública	19528
ESTRADA DO PESSEGO	1200	JOSE BONIFACIO	S.PAULO	SP	-23,5676589949	-46,4467107299	Comércio e serviços	37767
RUA DAS MARAVILHAS	1800		S.ANDRE	SP	-23,620136373	-46,514410746	Outros	35207
RUA DA GROTA	20	SÍTIO DOS VIANAS	S.ANDRE	SP	-23,7071795129	-46,517485328	Via pública	8624
RUA MARECHAL DEODORO	1972		S.BERNARDO DO CAMPO	SP	-23,700840233	-46,551218766	Outros	2096
RUA TREZE DE MAIO	505		CAMPINAS	SP	-22,9073538111	-47,0639536405	Outros	32145
AVENIDA MARECHAL TITO	413	SAO MIGUEL	S.PAULO	SP	-23,4934078701	-46,4415522877	Comércio e serviços	13417
AVENIDA SETE DE SETEMBRO	0	VILA CELESTE	LORENA	SP	-22,734919045	-45,113636672	Via pública	14126
RUA GIOVANI PALADINO	40	ANHANGUERA	S.PAULO	SP	-23,4505468563	-46,7886788272	Comércio e serviços	5611
TRAVESSA PASSARETTI	108		MAUA	SP	-23,678379321	-46,417136037	Via pública	34465
RUA JOÃO RAÍSA	156	JARDIM TATIANA	FRANCO DA ROCHA	SP	-23,323825865	-46,7293852081	Outros	37585
Rua das Arapongas	58	Jardim Labitary	S.PAULO	SP	-23,374154661	-46,575638675	Outros	15809
RUA FRANCISCO OCTAVIO PACCA	180	GRAJAU	S.PAULO	SP	-23,729637209	-46,6908146546	Via pública	26970
RUA RINALDO DE HANDEL	21	JD SÃO LUIS	S.PAULO	SP	-23,6663440377	-46,7487957191	Outros	34570
RODOVIA BR 116	500	BARRA DO AZEITE	CAJATI	SP	-24,787035859	-48,185074069	Rodovia/Estrada	27842
RUA ANGELO GAYOTO	300	JARAGUA	S.PAULO	SP	-23,4370435248	-46,7143550977	Outros	9323
RUA GUIRA ACANGATARA	70	CANGAIBA	S.PAULO	SP	-23,4988190019	-46,5285205448	Lazer e recreação	33427
RUA MATA ATLANTICA	0	VILA CURUCA	S.PAULO	SP	-23,498387409	-46,416881707	Via pública	6457
RUA MAJOR BARACCA	1067	JACANA	S.PAULO	SP	-23,4745272409	-46,5639619756	Outros	23060
RUA CAPITAO ROSENDO	100	VILA MARIANA	S.PAULO	SP	-23,5951205671	-46,6329540619	Via pública	32752
RUA COATINGA	136	CAMPO LIMPO	S.PAULO	SP	-23,6231611219	-46,755175034	Outros	16250
RUA CAVADAS	1200	ITAPEGICA	GUARULHOS	SP	-23,4863091891	-46,5534510758	Via pública	10660
RUA INCERTA	0		MONTE ALTO	SP	-21,258091586	-48,492470931	Via pública	31853
RODOVIA PRESIDENTE DUTRA (BR 116)	4846		APARECIDA	SP	-22,916799136	-45,334308884	Outros	21739
RUA GREGORIO SERRAO	320	VILA MARIANA	S.PAULO	SP	-23,5829932785	-46,6350617507	Via pública	22849
AV. LUIZ PEQUINI	794		S.BERNARDO DO CAMPO	SP	-23,7076596955	-46,5229892558	Outros	37830
RUA UM	980	ZONA CENTRAL	RIO CLARO	SP	-22,4198022928	-47,5619493451	Via pública	10111
AVENIDA GIOVANNI GRONCHI	2734		S.PAULO	SP	-23,6052558752	-46,7251890186	Outros	27198
RUA SÃO SEBASTIÃO	1344	CENTRO	S.CARLOS	SP	-22,0133413498	-47,8951584123	Via pública	33768
AVENIDA BRASÍLIA	83	CAMPANARIO	DIADEMA	SP	-23,668942328	-46,6181021313	Via pública	14772
RUA PIRAPORÃ	213	JARDIM BOM PASTOR	S.ANDRE	SP	-23,679292666	-46,5493185188	Via pública	1697
RUA ANTÔNIO MOISÉS SAADI	830	PARQUE INDUSTRIA	RIBEIRAO PRETO	SP	-21,1952576722	-47,7598314521	Via pública	8764
ALAMEDA CLEVELAND	61	SANTA CECILIA	S.PAULO	SP	-23,5344428367	-46,6403678686	Via pública	22911
AVENIDA ESTELA MAZUCA	727	JD FREIRE	FERRAZ DE VASCONCELOS	SP	-23,5193695589	-46,3725885062	Saúde	27113
RUA BARTOLOMEU DE GUSMÃO	96	VILA NOGUEIRA	DIADEMA	SP	-23,6940994166	-46,5975835716	Via pública	12608
AVENIDA ALMIRANTE DELAMARE	2653		S.PAULO	SP	-23,6094772465	-46,5897538469	Outros	21000
RUA CLEMENTE BERNARDINI PEREIRA	50	JARDIM ICATU	VOTORANTIM	SP	-23,5412561969	-47,4523916812	Via pública	8607
rua Adamantina	656	vila constança	CAMPO LIMPO PAULISTA	SP	-23,237067279	-46,7592219924	Outros	7466
RUA MARIA MARCOLINA	1201		S.PAULO	SP	-23,532998789	-46,618253959	Outros	7796
AVENIDA PRESIDENTE KENEDY	9	CENTRO	DIADEMA	SP	-23,6852141864	-46,6260413758	Via pública	6962
RUA GENERAL BITENCOURT	612	VL ROLIM	OSASCO	SP	-23,5353300427	-46,7804236989	Outros	21990
AVENIDA JOHN BOID DUNLOP CAM-465	3000	JD RECREIO LEBLON	CAMPINAS	SP	-22,933118868	-47,199201226	Via pública	13953
ESTRADA DO MONTANHÃO	999	MONTANHÃO	S.BERNARDO DO CAMPO	SP	-23,7412484208	-46,5231471057	Via pública	21833
AVENIDA DOUTOR BERNARDINO BRITO FONSECA	1661	VILA MATILDE	S.PAULO	SP	-23,5426824805	-46,5109054053	Via pública	6053
RUA DELFIM MOREIRA	150	JARDIM AMELIA	SANTOS	SP	-23,97088212	-46,3120220555	Outros	19978
AVENIDA MARIA APARECIDA BATOLO	29	VILA SÃO JORGE	FERRAZ DE VASCONCELOS	SP	-23,5148164137	-46,3724701673	Outros	30718
AVENIDA NORDESTINA	4300	VILA CURUCA	S.PAULO	SP	-23,516957878	-46,4224367691	Via pública	25120
RUA LUÍSIANIA	35	CUMBICA	GUARULHOS	SP	-23,4510547762	-46,4732446653	Via pública	21413
RUA DOUTOR JOAO RIBEIRO	304	PENHA	S.PAULO	SP	-23,5244210229	-46,5475963813	Via pública	13799
RUA JOSE DE ALBUQUERQUE MEDEIROS	62	SANTANA	S.PAULO	SP	-23,4811309913	-46,6128855469	Via pública	18885
RUA ISIDRO TINOCO	1	TATUAPE	S.PAULO	SP	-23,543297231	-46,57387864	Via pública	23563
AVENIDA WILSON FOLADOR	1555		MONTE ALTO	SP	-21,2648001909	-48,5055094778	Via pública	10399
RUA TULIPA DA AFRICA	117	SAPOPEMBA	S.PAULO	SP	-23,6205369471	-46,4990751177	Via pública	14551
AVENIDA GENERAL MILTON TAVARES DE SOUZA	0	PENHA	S.PAULO	SP	-23,519122948	-46,554969246	Via pública	6813
RUA ANTONIO RAMOS ROSA	651	JD SÃO LUIS	S.PAULO	SP	-23,6605766352	-46,7471603517	Outros	37673
RUA HENRIQUE DA SILVA FONTES	9	JABAQUARA	S.PAULO	SP	-23,6592832781	-46,6365333775	Via pública	32682
RUA ERNESTO DOS SANTOS	75	SAO LUCAS	S.PAULO	SP	-23,5834515417	-46,5596321505	Via pública	13892
RUA SANTANA DE PATOS	200	PONTE RASA	S.PAULO	SP	-23,5084702347	-46,4806741608	Via pública	30090
RUA SANTO ANTÔNIO DE PÁDUA	269	CASA GRANDE	DIADEMA	SP	-23,6997015235	-46,5933530324	Via pública	35910
RUA PRAIA DE CARREIROS	50	CAMPO LIMPO	S.PAULO	SP	-23,6452418966	-46,7533225202	Via pública	30932
RUA ERNESTOR DUARTE	70	JARDIM MONTE VERDE	JACAREI	SP	-23,2845278793	-45,9395503849	Outros	15700
AVENIDA DA BARREIRA GRANDE	2057		S.PAULO	SP	-23,5848362873	-46,5206652888	Outros	16341
RUA GALENO DE ALMEIDA	0	PINHEIROS	S.PAULO	SP	-23,554970807	-46,681545364	Via pública	25873
AVENIDA TENENTE LAUDELINO FERREIRA DO AM	50	VILA JACUI	S.PAULO	SP	-23,4990884475	-46,4559338045	Comércio e serviços	20686
AVENIDA NOSSA SENHORA DOS NAVEGANTES	750	ELDORADO	DIADEMA	SP	-23,7216087493	-46,6187424883	Via pública	26678
RUA COROPES	87	PINHEIROS	S.PAULO	SP	-23,5613487863	-46,6943228487	Outros	21143
ESTRADA DOS FERNANDES	1403	JD DA SAÚDE	SUZANO	SP	-23,562281785	-46,3341596169	Via pública	12357
RUA RUI BARBOSA	18	P JACARANDA	TABOAO DA SERRA	SP	-23,6427127544	-46,8034089757	Favela	34597
RUA GAIVOTAS	135	JARDIM SAO JOAQUIM	LEME	SP	-22,1656470397	-47,3773425004	Via pública	18483
RUA DAS GARDÊNIAS	389	ALTO DA COLINA	TABOAO DA SERRA	SP	-23,6011819273	-46,7622486188	Outros	7988
RUA DOUTOR NAKOTO ONO	0	CENTRO	MIRANDOPOLIS	SP	-21,12510225	-51,104837427	Lazer e recreação	37524
AVENIDA PROFESSOR OSCAR CAMPIGLIA	0	CAMPO LIMPO	S.PAULO	SP	-23,639982225	-46,76134118	Via pública	34284
AVENIDA MARGINAL ZILDA ARNS	1	VILA CENTRO	FERRAZ DE VASCONCELOS	SP	-23,541590686	-46,368196795	Via pública	10389
RUA TEODORO SAMPAIO	462	JARDIM PAULISTA	S.PAULO	SP	-23,5559193609	-46,674778251	Via pública	29586
RUA CASTRO MAIA	251	SANTANA	S.PAULO	SP	-23,4915927982	-46,6146267334	Via pública	26253
RUA ROMANA	246	VILA PALMARES	S.ANDRE	SP	-23,6446637326	-46,5609886418	Via pública	4517
AVENIDA VISCONDE DE RIO CLARO	1	JARDIM RIO CLARO	RIO CLARO	SP	-22,421473696	-47,578035527	Via pública	15067
RUA HADDOCK LOBO	92	CONSOLACAO	S.PAULO	SP	-23,5546813071	-46,6582384441	Via pública	28881
RUA JULIA FERREIRA DA SILVA	82	JARDIM ANGELA	S.PAULO	SP	-23,6813825914	-46,7539979694	Outros	21255
RUA DOS CRISÂNTEMOS	1	PIRAPORINHA	DIADEMA	SP	-23,674098061	-46,586327294	Via pública	32594
RUA LEONI ANGELI	18	RESIDENCIAL PREF MARIO CREM DOS SANTOS	S.BERNARDO DO CAMPO	SP	-23,6708253432	-46,5646726539	Outros	26332
AVENIDA CRUZEIRO DO SUL	1100		S.PAULO	SP	-23,5242953341	-46,6253009008	Outros	7711
AVENIDA NOSSA SENHORA DO O	1145		S.PAULO	SP	-23,5039888559	-46,6838068811	Outros	7175
RUA GERTRÚDES DE LIMA	0	CENTRO	S.ANDRE	SP	-23,659979228	-46,527835648	Via pública	17136
Av. Prestes Maia, em baixo do viaduto ja	458	Centro	S.PAULO	SP	-23,552069652	-46,636045871	Outros	37137
RUA DESEMBARGADOR CARNEIRO RIBEIRO	268	ARTUR ALVIM	S.PAULO	SP	-23,5446095989	-46,4906882895	Outros	37595
RUA GENEBRA	100	REPUBLICA	S.PAULO	SP	-23,5519396318	-46,6397485616	Via pública	9842
RUA CARLITO	9999	VILA FORMOSA	S.PAULO	SP	-23,571755626	-46,537460288	Via pública	18290
RUA PONTES	0	BADY BASSITT	BADY BASSITT	SP	-20,919313385	-49,440583184	Via pública	20967
RUA DA COMUNIDADE	16	JARDIM CARAMBEI	S.BERNARDO DO CAMPO	SP	-23,7147021986	-46,5264660552	Outros	684
RUA BOLÍVIA	710	PARQUE DAS NAÇÕES	S.ANDRE	SP	-23,6406394077	-46,5159779288	Via pública	22380
RUA NONOEL FERREIRA JUNIOR	30		TABOAO DA SERRA	SP	-23,633947002	-46,77740418	Via pública	14171
RUA ARDELIO RUSCONI	70	JARDIM SAO PAULO	BOITUVA	SP	-23,2805283208	-47,6844808103	Via pública	22255
RUA GUARANIUVA	78	ITAIM BIBI	S.PAULO	SP	-23,6016955961	-46,676994974	Via pública	37159
RUA DOUTOR DURVAL VILALVA	186	VILA ROMANA	S.PAULO	SP	-23,4990640494	-46,4010580529	Outros	10087
RUA VITORIA	1	REPUBLICA	S.PAULO	SP	-23,536712788	-46,637003186	Via pública	27043
RUA DA INDEPENDÊNCIA	80		DIADEMA	SP	-23,688044013	-46,6252119367	Via pública	12195
RUA CASTELO BRANCO	1120	JARDIM SAO FRANCISCO	GUARIBA	SP	-21,3647865683	-48,2431308633	Via pública	23459
RUA MANOEL ALVES MESQUITA	100	JABAQUARA	S.PAULO	SP	-23,6641426939	-46,6479624346	Via pública	337
AVENIDA DOUTOR ASSIS RIBEIRO	8500	ERMELINO MATARAZZO	S.PAULO	SP	-23,4848171932	-46,4789266514	Via pública	12148
RUA AURIVERDE	1000	IPIRANGA	S.PAULO	SP	-23,596212786	-46,5911757844	Via pública	16445
RUA QUINCAS MOURA	0	CENTRO	RINCAO	SP	-21,588040898	-48,072320087	Via pública	23525
RUA HENRIQUE MONTES	1	CENTERVILLE	BERTIOGA	SP	-23,842718269	-46,135165126	Serviços e bens públicos	35286
R. BÁLTICO	347		POA	SP	-23,5239926653	-46,3414120701	Outros	19045
AVENIDA JOAO BATISTA SANTIAGO	0	VILA CURUCA	S.PAULO	SP	-23,51073883	-46,416407964	Outros	24942
RUA TREVO DO MATO	284	ITAQUERA	S.PAULO	SP	-23,5191659663	-46,4658003181	Via pública	26467
RUA PEDRO MIRANDA CAMPOS	1443	BAIRRO DA ALELUIA	CESARIO LANGE	SP	-23,222406045	-47,960962148	Via pública	36820
RUA CINQÜENTA E SEIS	100	PQ R BARRETO	ARUJA	SP	-23,3759870081	-46,3200613513	Via pública	6695
AVENIDA AIRTON SENNA DA SILVA	430		MAUA	SP	-23,6570989994	-46,468798302	Outros	31491
RUA SANTA ROMANA	7	FREGUESIA DO O	S.PAULO	SP	-23,4970630683	-46,7065234628	Via pública	10333
RUA APENINOS	267		S.PAULO	SP	-23,5697178501	-46,6386188111	Outros	23674
RUA JOSE VIEIRA	338	ARICANDUVA	S.PAULO	SP	-23,585114605	-46,526189946	Via pública	27104
AVENIDA SATELITE	200	SAO MATEUS	S.PAULO	SP	-23,6136934059	-46,4704018024	Via pública	5229
RUA JACOBE EMERICHI	1	PARQUE BITARU	S.VICENTE	SP	-23,965015227	-46,39489131	Via pública	13331
RUA GUAICURUS	0		S.PAULO	SP	-23,520821766	-46,700380921	Outros	2469
RUA ALICE CIPRIANO SILVA	16		GUARULHOS	SP	-23,431172164	-46,521449111	Restaurante e afins	22667
RUA INTERNA GRUPO BANDEIRANTE	426		BARUERI	SP	-23,5134476371	-46,8865667132	Outros	32424
RUA MIGUEL CALMOM	23	VILA GUARANI	S.ANDRE	SP	-23,6771936794	-46,4987202564	Via pública	3295
RUA MASATO MISAWA	0	JOSE BONIFACIO	S.PAULO	SP	-23,565054984	-46,446278437	Via pública	21765
ESTRADA DAS LAGRIMAS	1000	SACOMA	S.PAULO	SP	-23,6118277748	-46,5949260614	Outros	20585
AVENIDA MAJOR PINHEIRO FRÓES	0	JD PORTUGÁLIA	SUZANO	SP	-23,533944882	-46,307756231	Via pública	12414
RUA PROFESSOR FLAVIANO DE MELO	435		MOGI DAS CRUZES	SP	-23,5228370213	-46,1934338439	Outros	10886
RUA ARNALDO RICARDO MONTEIRO	30	JARDIM RENATA	S.JOSE DOS CAMPOS	SP	-23,2047162093	-45,8918810578	Via pública	35517
AVENIDA AMOREIRAS	2187	SAO BERNARDO	CAMPINAS	SP	-22,934171475	-47,085487767	Via pública	28530
RUA MAUA	740	SE	S.PAULO	SP	-23,5359752255	-46,6330855703	Via pública	24565
AVENIDA ANTONIO GONCALVES VIANA	90	CAMPO GRANDE	S.PAULO	SP	-23,6715004205	-46,6773085288	Outros	20946
Rua Benedito faria marques filho	259	PQ MARIA HELENA	SUZANO	SP	-23,5316515319	-46,3068360537	Outros	11617
RUA DONÁ MARIA ANGÉLICA	350	AYROSA	OSASCO	SP	-23,5168725793	-46,7704248588	Via pública	21559
AVENIDA JOÃO B LEAL	1	BAIXO	ITANHAEM	SP	-24,183985627	-46,790898437	Lazer e recreação	30729
RUA TAPAIUNA	173	CIDADE LIDER	S.PAULO	SP	-23,551568164	-46,5074443184	Outros	35118
RUA MARIA DIAS DAS NEVES	0	AREA RURAL	CARAPICUIBA	SP	-23,541130019	-46,84438372	Via pública	7226
AVENIDA 15	999	BAIRRO SAO BENEDITO	RIO CLARO	SP	-22,4176007994	-47,5632216004	Via pública	27395
AVENIDA SÃO PAULO	300	PARQUE MARAJOARA	S.ANDRE	SP	-23,6672389468	-46,4896649279	Via pública	31183
RUA 10 Nº0249	0	BELA VISTA	BARRETOS	SP	-20,5509620439	-48,5752429845	Via pública	5754
RUA IRAJUBA	15	JD BETANIA	GUARULHOS	SP	-23,4244875487	-46,4277678933	Outros	5184
AVENIDA CONSELHEIRO NÉBIAS	524		SANTOS	SP	-23,9439282288	-46,3214883906	Outros	26530
RUA BARAO DE CASTRO LIMA	52	MORUMBI	S.PAULO	SP	-23,60763416	-46,7024131038	Via pública	9630
Rua Tuiuti	2500	Tatuape	S.PAULO	SP	-23,5503949639	-46,5785381868	Outros	7785
RUA VENEZUELA	258	TABOÃO	S.BERNARDO DO CAMPO	SP	-23,6604627479	-46,6086464351	Via pública	18919
Belem Santos	201	Vila Silvia	S.PAULO	SP	-23,4901665441	-46,504992409	Outros	30683
RUA CAMAROES	1	PIRITUBA	S.PAULO	SP	-23,496372019	-46,718821893	Outros	19020
