43344	1	3
38998	1	15
8207	1	2331
17334	1	4942
22609	1	6553
4906	1	3
37209	1	11086
20202	1	15
34056	1	15
36388	1	1286
1118	1	11
2061	1	3
23039	1	15
19696	1	3
36782	1	15
47855	1	11
10624	1	3012
27445	1	8042
16772	1	4791
3424	1	3
26582	1	11
39058	1	3
24389	1	7109
1490	1	4
2457	1	3
27056	1	7926
31960	1	15
15072	1	15
12742	1	3630
24052	1	3
48880	1	15
15800	1	11
33672	1	10006
20532	1	5917
48978	1	14788
19864	1	4
20522	1	15
1485	1	4
19476	1	6
5807	1	15
11143	1	3160
23926	1	5
11076	1	3142
19666	1	5666
14465	1	4132
35135	1	10459
9572	1	15
34809	1	15
7684	1	2204
1997	1	15
12989	1	4
35943	1	3
46161	1	5
8303	1	3
8685	1	15
7097	1	4
13974	1	15
27114	1	5
21190	1	15
34572	1	10279
36794	1	10961
16210	1	4656
32812	1	15
47063	1	11
19995	1	5773
26065	1	3
21560	1	6215
37878	1	11312
10002	1	2826
47915	1	11
29076	1	8542
4114	1	6
44498	1	13382
31689	1	9400
33038	1	9821
26862	1	15
35680	1	10634
37228	1	11093
2043	1	3
15104	1	3
22479	1	15
21608	1	5
3365	1	948
30424	1	6
33852	1	15
4853	1	11
21601	1	6224
47076	1	15
34869	1	10375
18008	1	3
30237	1	8912
31062	1	15
44982	1	13510
41662	1	12531
29691	1	8736
24917	1	15
31785	1	9437
30596	1	9039
5059	1	15
42691	1	11
17078	1	4871
8738	1	2465
35311	1	5
21226	1	6126
11870	1	15
13483	1	5
42469	1	6
8085	1	11
36163	1	15
22596	1	6549
22194	1	6417
8007	1	15
1251	1	15
1410	1	11
12705	1	4
38616	1	11568
20128	1	3
11168	1	15
19533	1	5626
32424	1	9622
15021	1	4
6259	1	1779
31845	1	15
1855	1	524
36446	1	15
19899	1	5738
38100	1	15
7747	1	3
47598	1	15
2687	1	15
16016	1	15
34662	1	3
8269	1	4
5878	1	15
6076	1	1729
8845	1	2490
12548	1	6
39069	1	11713
15894	1	15
36630	1	10915
16025	1	15
6749	1	3
11280	1	3
42737	1	15
37187	1	11077
8055	1	2294
10393	1	3
44486	1	13379
38532	1	3
23603	1	6856
29158	1	2813
36573	1	15
17928	1	15
12728	1	5
3802	1	3
24938	1	7277
34354	1	5
15037	1	3
16367	1	3
6145	1	1749
29721	1	8743
13494	1	3
39635	1	5
3731	1	1049
19077	1	15
27034	1	7922
2271	1	15
19183	1	5511
4084	1	1156
45036	1	5
12365	1	5
37460	1	11173
20239	1	5836
26158	1	15
15417	1	4410
10473	1	4
18695	1	11
29366	1	8628
4486	1	5
20014	1	5
16041	1	4606
40761	1	15
26068	1	15
43794	1	5
4617	1	1308
7283	1	2086
33881	1	10067
27451	1	5
47794	1	14418
29984	1	8823
19764	1	3
38479	1	3
26122	1	4
3480	1	15
13767	1	3
22925	1	4
21904	1	3
2716	1	15
34287	1	15
41406	1	3
9710	1	15
18247	1	6
40998	1	15
44022	1	15
5958	1	11
31266	1	9267
10122	1	15
25048	1	15
34328	1	15
39149	1	3
24867	1	3
20175	1	5823
33812	1	5
15596	1	5
19425	1	6
21241	1	6129
15640	1	4472
16977	1	4841
35917	1	10711
30265	1	3
23233	1	6729
44581	1	3
47686	1	15
32144	1	15
12972	1	3715
2306	1	660
1461	1	3
41090	1	12346
8896	1	11
378	1	29
41601	1	3
40526	1	12170
23531	1	15
38408	1	15
46509	1	15
40679	1	15
37401	1	11155
40174	1	12050
19349	1	15
14848	1	3
46383	1	11
37710	1	11252
10997	1	3
49382	1	12385
43057	1	15
14081	1	11
23583	1	3
13975	1	3
45038	1	11
32832	1	15
21157	1	6
21847	1	6309
20655	1	5966
18242	1	11
11736	1	15
46865	1	14114
30779	1	15
38064	1	11376
23035	1	6677
4246	1	1207
19413	1	5584
11740	1	11
36431	1	10854
2768	1	779
27089	1	3
25388	1	15
35792	1	10666
994	1	289
40013	1	3
46155	1	15
18470	1	5301
6233	1	15
38857	1	3
34769	1	3
30012	1	15
32782	1	15
43697	1	13157
3038	1	861
8027	1	3
11118	1	11
4733	1	3
3156	1	891
18034	1	15
3968	1	1118
49619	1	11
28741	1	3
16892	1	3
23375	1	3
44771	1	11
23644	1	11
2533	1	4
9066	1	2550
35413	1	10553
13200	1	3772
37976	1	3
7665	1	2195
22565	1	6539
15861	1	15
18409	1	5285
31835	1	3
48946	1	14777
38914	1	11664
1959	1	15
20144	1	15
46798	1	15
33006	1	15
22140	1	3
1926	1	545
7233	1	5
35483	1	3
4131	1	1171
16964	1	15
45391	1	4286
24620	1	3
27874	1	8175
4212	1	5
40939	1	5
15906	1	4569
31121	1	15
36383	1	10840
17731	1	294
41897	1	12600
27936	1	8196
32338	1	6
11411	1	3225
43261	1	6063
9912	1	2802
14633	1	15
11511	1	3251
11994	1	15
27485	1	15
30835	1	15
25678	1	11
18668	1	15
44811	1	15
15064	1	4315
16071	1	3
19884	1	3
252	1	3
23000	1	6666
10636	1	15
13973	1	3985
35849	1	3
37392	1	11153
44014	1	13245
28759	1	5
14577	1	15
33215	1	9881
6711	1	3
21405	1	6169
16192	1	11
41445	1	15
28586	1	8389
12486	1	3558
21177	1	3
20334	1	5862
32569	1	9673
28574	1	3
12951	1	15
16165	1	15
1845	1	3
36710	1	11
30568	1	5
24281	1	11
6372	1	1821
36958	1	6
15123	1	15
47837	1	5
12708	1	15
261	1	15
13509	1	15
43075	1	12966
14038	1	4006
30351	1	8953
43875	1	13203
30254	1	3
38443	1	15
2479	1	15
1339	1	11
2570	1	11
20762	1	15
28449	1	8355
14072	1	15
15718	1	4497
44514	1	15
3379	1	6
41922	1	12608
17659	1	3
19301	1	11
40172	1	15
45980	1	13840
16636	1	4765
31833	1	6
30116	1	8878
5243	1	15
45118	1	5
28765	1	15
36117	1	15
45194	1	3
21702	1	6255
41944	1	12617
2291	1	654
24962	1	7289
32153	1	9539
37233	1	3
9104	1	2564
16073	1	11
28693	1	6
30301	1	11
40696	1	5
39371	1	3
37731	1	11263
14334	1	4096
24945	1	7280
36974	1	3
24820	1	7238
23574	1	6847
40152	1	5
49269	1	15
31294	1	5
28988	1	15
31736	1	9416
18940	1	5431
22417	1	15
31829	1	6
28207	1	8282
12583	1	15
6458	1	1853
12973	1	15
20342	1	11
2591	1	735
28825	1	4
13656	1	15
25233	1	11
24687	1	5
36815	1	10964
38784	1	4
11897	1	3364
38868	1	3
4443	1	5
48937	1	14774
22840	1	15
45685	1	13745
13797	1	11
848	1	5
38828	1	15
25272	1	7380
33322	1	4
8955	1	5
40991	1	5
12701	1	15
37811	1	3
3973	1	15
26841	1	7852
3988	1	1128
8342	1	2366
17192	1	15
32624	1	5
49068	1	15
30400	1	8970
39999	1	15
36975	1	6
16222	1	15
31441	1	9329
29562	1	5
32929	1	15
47038	1	14160
10528	1	2983
11339	1	11
7047	1	2020
14262	1	4082
14396	1	3
36349	1	5
32304	1	15
20992	1	15
40438	1	5
23493	1	15
44569	1	1380
16527	1	15
11508	1	4
25741	1	7520
37766	1	15
28757	1	8445
43012	1	12948
25293	1	7386
4035	1	5
49696	1	5
7049	1	2021
30039	1	8841
18377	1	11
30185	1	3
46240	1	3
25131	1	15
44354	1	5
30527	1	9020
1465	1	11
26853	1	7856
30632	1	9053
24986	1	5
19219	1	5
14221	1	15
11439	1	3237
4586	1	15
41483	1	6
31261	1	3
46703	1	3620
27758	1	5
26490	1	7755
35540	1	15
16319	1	3
21993	1	15
21011	1	15
31299	1	9282
16708	1	4780
8412	1	3
6213	1	4
37657	1	11237
48659	1	5
3213	1	15
11817	1	3345
16308	1	3
10786	1	3062
18486	1	15
14606	1	6
30808	1	9110
40377	1	3
22300	1	3
20767	1	15
15661	1	4478
48745	1	14694
48494	1	3
39589	1	15
24021	1	15
47429	1	14295
22971	1	5
7769	1	2226
24394	1	15
31274	1	6
34785	1	10345
2725	1	3
43938	1	13221
42119	1	12671
49568	1	12482
9334	1	2633
42364	1	15
11316	1	3205
25635	1	3
40735	1	15
2703	1	15
21364	1	6158
9615	1	5
15381	1	15
30082	1	15
36018	1	5
46125	1	13900
19116	1	3
14133	1	15
1213	1	15
40063	1	12014
6743	1	1934
23272	1	15
16462	1	3
37812	1	15
11343	1	3212
48449	1	15
44840	1	3
26412	1	7729
45684	1	13744
44497	1	11
35515	1	15
1521	1	423
35623	1	15
15204	1	4352
26464	1	5
12187	1	3457
15240	1	15
33836	1	3
29673	1	3
13919	1	3
40274	1	12083
35411	1	15
34185	1	10161
38448	1	15
31524	1	11
43716	1	4
30967	1	9172
48691	1	14682
39372	1	11809
24329	1	11
48068	1	6
39574	1	15
27848	1	8169
37253	1	15
6210	1	5
25269	1	5
29270	1	8594
21651	1	11
5278	1	1501
1187	1	6
39873	1	11956
20465	1	11
16602	1	11
45971	1	13836
3934	1	1109
20316	1	3
16543	1	15
26987	1	7906
12946	1	5
42861	1	12904
19060	1	4
35463	1	10572
11792	1	11
42137	1	12677
11759	1	3
40056	1	12010
41140	1	3
7664	1	2194
16159	1	6
32488	1	5
8003	1	5
44510	1	6534
23067	1	6682
28443	1	5
18826	1	3
13240	1	3
15053	1	4311
22806	1	6608
33938	1	15
42478	1	3
1626	1	452
11701	1	15
19493	1	15
2171	1	621
40280	1	12084
20310	1	5
30312	1	3
42968	1	6
23331	1	11
25217	1	3
7497	1	2151
49672	1	15029
38197	1	11422
35075	1	10435
14506	1	3
47547	1	11
15552	1	11
45799	1	13788
3898	1	15
23929	1	15
45087	1	13544
27053	1	7925
180	1	5
19782	1	5701
11706	1	15
29468	1	8663
29537	1	15
695	1	11
9913	1	11
12166	1	15
20692	1	5
31702	1	9406
14990	1	4295
35391	1	5
11922	1	3375
288	1	86
43763	1	15
21569	1	11
3998	1	1133
8966	1	4
2648	1	4
21386	1	15
5031	1	15
19688	1	5672
18539	1	15
41193	1	12379
20813	1	6004
7995	1	3
23217	1	15
5904	1	4
5894	1	1675
34881	1	11
6238	1	5
47941	1	3
32030	1	15
20736	1	5
31773	1	9431
49529	1	14992
18877	1	3
11157	1	3
9359	1	15
46093	1	13885
31607	1	15
47899	1	3
46900	1	5
39499	1	15
16849	1	15
27012	1	7911
1563	1	15
20270	1	5
18673	1	5
28624	1	8402
36360	1	5
42337	1	12740
35185	1	5
42178	1	3
34797	1	3
6824	1	1958
23111	1	3
19461	1	5605
6407	1	15
33306	1	9902
7800	1	6
42493	1	3
46397	1	13988
3957	1	6
44065	1	13261
23999	1	6983
36202	1	5
1716	1	483
5715	1	1623
4622	1	1310
13889	1	15
41126	1	5
45117	1	5
42839	1	6
39472	1	4
25797	1	7544
47247	1	14241
33602	1	3
24050	1	7004
49235	1	15
45371	1	15
2574	1	3
12787	1	3
25229	1	7367
48142	1	14525
4572	1	6
38500	1	11
299	1	15
43104	1	12976
35047	1	4
5789	1	3
7643	1	15
20427	1	3
43327	1	11
22502	1	6517
15810	1	15
27645	1	5
12503	1	5
43279	1	3
24030	1	15
21421	1	11
21821	1	6294
27401	1	3
5912	1	3
5810	1	3
11290	1	15
4896	1	5
2266	1	15
43977	1	5
22629	1	6560
10338	1	3
38835	1	6
41067	1	12338
28121	1	5
29684	1	15
1361	1	15
2277	1	3
41114	1	5
41401	1	15
9305	1	4
14603	1	4167
13265	1	3
47302	1	5
22954	1	6653
45390	1	15
36605	1	15
41637	1	5
32496	1	15
26875	1	5
41967	1	12623
839	1	6
30441	1	8987
20169	1	6
48312	1	5
21575	1	15
30336	1	8949
42572	1	15
9558	1	6
28870	1	5
26275	1	7680
16797	1	15
30315	1	15
32140	1	11
28611	1	8398
23359	1	6773
48258	1	15
41496	1	12484
1752	1	496
25563	1	4
613	1	183
6791	1	1947
16876	1	15
37290	1	11117
10957	1	3
33244	1	11
10481	1	15
45076	1	13542
32913	1	15
3173	1	15
49232	1	15
29664	1	15
42534	1	12802
27396	1	8028
27959	1	3340
8676	1	15
9414	1	15
23336	1	6763
10804	1	3
143	1	3
31329	1	15
17150	1	6
48590	1	3
20114	1	6
30798	1	15
32180	1	9544
31748	1	3
970	1	3
20607	1	5943
4360	1	5
22179	1	6411
2822	1	15
22760	1	6594
30219	1	3
46237	1	13937
29193	1	8574
10315	1	3
46972	1	14138
39709	1	9376
42639	1	15
33160	1	15
22429	1	11
29814	1	8770
39275	1	11779
8356	1	15
39676	1	15
41477	1	12477
38796	1	15
18029	1	3
27151	1	7956
3454	1	978
22982	1	6658
12092	1	5
27972	1	8209
21916	1	11
40357	1	15
48783	1	14707
25130	1	3
14236	1	6
12765	1	4
41171	1	5
40707	1	12227
9805	1	2781
48721	1	3
26834	1	7849
24172	1	3
4014	1	1137
6509	1	3
8851	1	15
46857	1	15
12118	1	15
39198	1	6
17091	1	4880
21611	1	5
2144	1	3
16143	1	6
2406	1	15
18514	1	5313
39335	1	11795
11522	1	3257
10830	1	3
30518	1	9018
13008	1	3727
41046	1	15
23090	1	5
11831	1	15
30481	1	15
44820	1	15
35053	1	10427
31618	1	3
28797	1	8456
26403	1	15
159	1	5
28961	1	8514
25894	1	6
20501	1	15
24911	1	5
37459	1	5
5223	1	3
27126	1	15
16554	1	15
18783	1	6
42715	1	9930
48837	1	5
31975	1	5
49749	1	3
41547	1	12502
30286	1	8927
28027	1	4
41274	1	15
785	1	3
24649	1	7189
42562	1	5
32048	1	15
44597	1	13407
37413	1	11
46114	1	15
37028	1	3
31610	1	15
5459	1	15
20882	1	6
17863	1	15
6214	1	3
563	1	3
30587	1	3
38959	1	5
45784	1	3
23552	1	6842
12200	1	3
26291	1	3
13420	1	3835
13677	1	3
2772	1	780
25494	1	7441
41441	1	15
17748	1	5
49053	1	11
21599	1	5
29312	1	6
22129	1	15
12386	1	15
27979	1	8213
26907	1	15
38276	1	7057
41946	1	6
25334	1	4
41560	1	12506
42479	1	11
37567	1	3
42738	1	5
36642	1	10918
30949	1	3
31986	1	3
7990	1	15
29447	1	15
45929	1	13825
10033	1	2840
26449	1	7745
6093	1	1735
29232	1	3
37809	1	11
29648	1	3
17169	1	3
25373	1	7406
36843	1	15
28379	1	8329
8271	1	2346
13223	1	3
25983	1	7604
16474	1	3
41688	1	12542
47072	1	15
20282	1	6
20951	1	6
16280	1	6
36406	1	15
9544	1	2693
45376	1	11
17742	1	6
17306	1	4
15903	1	3
4274	1	11
29828	1	8775
17025	1	5
45264	1	3
2778	1	4
17351	1	3
10084	1	2850
49336	1	15
17523	1	6
5947	1	5
8563	1	3
22575	1	6542
14954	1	15
13222	1	3780
35818	1	3
13423	1	11
6188	1	1761
2101	1	598
21219	1	5
41793	1	15
38840	1	5
31673	1	4907
45490	1	13680
15652	1	4475
46183	1	5
24981	1	11
38002	1	15
35316	1	11
13419	1	5
6685	1	1914
3768	1	6
16340	1	4682
34963	1	15
28123	1	15
5699	1	15
32958	1	15
36276	1	10809
33559	1	11
49538	1	15
15246	1	15
45934	1	11
496	1	15
13660	1	3889
30832	1	6
31006	1	5
40850	1	3
12904	1	15
40901	1	12286
11768	1	15
2408	1	3
6187	1	15
2874	1	810
36059	1	11
41993	1	12629
8517	1	6
7254	1	15
15359	1	11
23229	1	15
32270	1	9579
8657	1	11
2505	1	15
17127	1	4889
3018	1	852
38689	1	11586
4326	1	5
44885	1	13481
38923	1	3
46249	1	13945
4516	1	1278
44570	1	15
39513	1	3
15450	1	15
32680	1	7482
26382	1	3
45228	1	5
31756	1	9425
42700	1	6
11984	1	3389
46107	1	13895
16473	1	15
3740	1	1053
30589	1	11
10303	1	2911
41677	1	11
15276	1	11
11810	1	3342
31044	1	15
32743	1	15
13539	1	3861
24328	1	7090
3293	1	925
28792	1	15
26244	1	7668
15752	1	3
32799	1	15
42359	1	6
17296	1	15
35996	1	15
5173	1	3
41143	1	3
1081	1	5
28702	1	15
47460	1	14305
14454	1	4125
43514	1	13108
12483	1	3556
21353	1	3
2676	1	758
37055	1	11041
33081	1	9836
22761	1	3
42573	1	12813
6006	1	11
39514	1	11849
44479	1	13375
3207	1	15
2821	1	5
38236	1	15
16811	1	5
13438	1	6
28131	1	3
49685	1	15
19472	1	5608
5794	1	1647
38234	1	15
11452	1	3240
922	1	273
16585	1	5
34210	1	10168
31897	1	15
33479	1	15
29548	1	15
46515	1	14020
23452	1	6801
49693	1	5
46578	1	5
43019	1	15
39189	1	3
24630	1	5
43316	1	13040
15623	1	15
5823	1	15
4717	1	1340
14294	1	15
33557	1	9970
13386	1	3827
36039	1	10746
11250	1	3195
19699	1	11
10320	1	2915
34494	1	15
31020	1	5
36818	1	15
15886	1	4559
3648	1	3
40297	1	12094
1426	1	15
47574	1	14341
8004	1	15
28373	1	15
38201	1	3
40435	1	3
44592	1	15
16789	1	15
8397	1	2380
40184	1	15
34604	1	10291
25759	1	7529
21264	1	5
40307	1	12097
8191	1	2329
5129	1	6
36872	1	15
34274	1	15
7809	1	2236
40985	1	3
31388	1	3
43149	1	15
10380	1	5
42219	1	15
41435	1	12463
10212	1	15
173	1	5
16843	1	4810
27747	1	8135
20664	1	6
10264	1	2898
21778	1	6274
38661	1	11579
31226	1	9252
42962	1	11
15389	1	5
23933	1	5
49455	1	14970
6456	1	1851
5114	1	11
11182	1	3176
8582	1	2428
14935	1	15
37900	1	5
40061	1	12012
49365	1	15
21968	1	6350
10570	1	3
28646	1	8411
27851	1	15
9031	1	2538
16535	1	4
22890	1	3
30220	1	15
33056	1	9829
28920	1	8495
45949	1	5
4074	1	5
41999	1	5
46437	1	14002
15769	1	4515
6088	1	11
41988	1	5
15934	1	15
21520	1	15
14680	1	4186
6540	1	4
447	1	133
35486	1	5
47279	1	14249
41934	1	12613
709	1	5
31307	1	3
15002	1	3
14851	1	4248
37383	1	11
10785	1	15
6955	1	1995
44866	1	5
11215	1	4
12043	1	3407
43314	1	5
