veiculo	GDA6060	12200
veiculo	DZX0903	3498
veiculo	FAJ8015	6460
veiculo	EKK8558	10833
veiculo	CPE8499	14890
veiculo	GAX2615	10466
veiculo	FSC0512	12894
veiculo	PYN7419	10424
veiculo	EWL1466	14671
veiculo	EHJ5073	12003
veiculo	EMC9407	4464
veiculo	FLT2701	13359
veiculo	FJZ2243	2792
veiculo	DSL4743	12008
veiculo	PUA7521	4105
veiculo	FHT0300	13987
veiculo	EQT8477	4911
veiculo	CSE1036	12668
veiculo	FCY0590	6039
veiculo	BYT8952	10197
veiculo	EQV8949	905
veiculo	FCM4529	12921
veiculo	DZI5638	7639
veiculo	ECN0609	7721
veiculo	DUY9773	8360
veiculo	BTK1608	543
veiculo	FKN3465	3698
veiculo	CQD4228	13182
veiculo	CEI6738	6842
veiculo	GAL6231	5919
veiculo	BOI7447	8568
veiculo	EVK5486	11855
veiculo	ENS7464	251
veiculo	FRZ9243	12835
veiculo	CHV1774	8673
veiculo	DOR3223	11636
veiculo	DBR2850	5511
veiculo	FRP6870	7572
veiculo	AIN9521	2152
veiculo	CLU2483	8707
veiculo	CBE1051	13198
veiculo	EPK6524	9047
veiculo	FVI3589	13513
veiculo	FDH7517	3936
veiculo	MUM8488	5399
veiculo	BUX2180	13798
veiculo	EBR4259	6076
veiculo	DUH6214	3304
veiculo	DJY3891	14756
veiculo	BZD0800	9766
veiculo	EHT2338	4991
veiculo	FJD5905	10535
veiculo	FLK5479	8141
veiculo	FZV2346	6919
veiculo	CYT2042	1625
veiculo	FSU4443	6072
veiculo	HAC4723	1628
veiculo	BOL2921	5141
veiculo	FPF2630	12291
veiculo	DFW3747	7669
veiculo	OQX7149	14445
veiculo	DVJ0626	8453
veiculo	BZC8986	8685
veiculo	ESI4419	10743
veiculo	EMH2110	4406
veiculo	EMU2718	3052
veiculo	FEW3727	367
veiculo	DBB6681	13410
veiculo	DWE9573	4277
veiculo	EID2407	7217
veiculo	ETH2005	7573
veiculo	EIH5276	10619
veiculo	FPC1704	4689
veiculo	HLH2363	7020
veiculo	EBD3656	4535
veiculo	BOU3575	14280
veiculo	BYV6603	6198
veiculo	DVB5796	3313
veiculo	FPK6292	3169
veiculo	PUZ3542	1546
veiculo	EQD5798	12155
veiculo	FDC4148	3373
veiculo	FQA1426	12140
veiculo	EJW4262	8185
veiculo	CAR0544	7207
veiculo	DYE3643	8859
veiculo	NTR9064	996
veiculo	PQS1674	7087
veiculo	FFS7548	10724
veiculo	FKX1752	11202
veiculo	AZL5130	9585
veiculo	GFE4296	6382
veiculo	CLS2263	5617
veiculo	GIG1480	8789
veiculo	BUJ7080	11854
veiculo	FDI9915	13738
veiculo	ENJ9344	14258
veiculo	GHR7840	8681
veiculo	CCF6683	14717
veiculo	BUN3220	14078
veiculo	EVH6386	10575
veiculo	BXT6127	14879
veiculo	CFY3373	1023
veiculo	EWV2218	5924
veiculo	BNR1654	6804
veiculo	BFT8627	3333
veiculo	FOI2938	10297
veiculo	FQO5457	8969
veiculo	FFY2332	557
veiculo	EOP2611	3765
veiculo	CMO6459	7899
veiculo	NVH3487	12513
veiculo	DTQ1622	7224
veiculo	FYD5909	7448
veiculo	FMQ2998	8127
veiculo	FVD7240	4480
veiculo	OQD0459	8303
veiculo	FEN6516	4933
veiculo	BIF4645	14710
veiculo	EVK1145	12133
veiculo	CQV8817	7386
veiculo	LRP3068	7256
veiculo	FKQ3178	4887
veiculo	EUK3874	3870
veiculo	DNR3637	12858
veiculo	EYM1231	3864
veiculo	FBL9128	12429
veiculo	INA0193	13559
veiculo	OWJ7340	12240
veiculo	EDS2001	2815
veiculo	FEX5844	8630
veiculo	BNG8921	6783
veiculo	FKO4574	2025
veiculo	EOF5077	9977
veiculo	FNW6061	7989
veiculo	BVB8968	2827
veiculo	DLH3229	12345
veiculo	FIF3811	4278
veiculo	EIO4613	7079
veiculo	OWH7562	924
veiculo	FLE8549	13744
veiculo	DOM3766	5622
veiculo	CBH8457	3628
veiculo	FHN5676	582
veiculo	FIS3605	12245
veiculo	AXU6238	11336
veiculo	AWI6997	2819
veiculo	GDE7510	1393
veiculo	FCB6745	12564
veiculo	DYV7038	11156
veiculo	AJM5052	953
veiculo	FXN3884	9917
veiculo	EJK9492	1725
veiculo	DXM2755	4738
veiculo	BLE8314	5025
veiculo	CPY7513	10736
veiculo	EWB7218	4947
veiculo	FXE9549	6771
veiculo	MIQ5309	14804
veiculo	CWO5804	9059
veiculo	DCR3084	2604
veiculo	EZR8113	13100
veiculo	FKD4329	12298
veiculo	ELL7956	12920
veiculo	FIQ3998	12595
veiculo	ELD9710	5296
veiculo	DEW9427	2487
veiculo	DHO1997	8587
veiculo	BMA8840	722
veiculo	BGN3169	4294
veiculo	ELM9156	14505
veiculo	BHP6429	5964
veiculo	BQM6489	1212
veiculo	CPI1241	9949
veiculo	EXF0315	8603
veiculo	ECL2383	9481
veiculo	BTQ6203	703
veiculo	BTO8744	2910
veiculo	CVP1072	2042
veiculo	FCK9069	1520
veiculo	BNS2065	1984
veiculo	DQJ8517	9463
veiculo	FQO4564	2660
veiculo	GAB7459	3439
veiculo	EQX8856	12289
veiculo	AUC5318	14018
veiculo	EEI3989	11146
veiculo	FFO0170	14595
veiculo	FDR0207	13823
veiculo	JRA2923	14058
veiculo	FNA0739	1149
veiculo	EZD0640	7004
veiculo	EBN4562	871
veiculo	DUA1837	9056
veiculo	IQX3334	9836
veiculo	ART7420	9272
veiculo	FJB0674	10108
veiculo	DMK8069	1292
veiculo	EMX8144	7698
veiculo	EOT3748	9973
veiculo	DWG2518	12170
veiculo	CBG8143	11426
veiculo	ETF9955	4003
veiculo	FEG3860	14490
veiculo	FNU2726	12120
veiculo	EVL6111	2436
veiculo	FVY0549	4356
veiculo	CRM5178	4081
veiculo	DQK4963	4824
veiculo	FMC3126	11124
veiculo	FTU1518	12645
veiculo	FQE2648	10160
veiculo	EXZ2814	3230
veiculo	EQD9974	10312
veiculo	EJZ0809	10065
veiculo	GAJ0010	11072
veiculo	BGL9284	14822
veiculo	EUM2118	11260
veiculo	FNM6258	3841
veiculo	GXU3545	8462
veiculo	BYU9394	4932
veiculo	EBE2721	13927
veiculo	EWX4793	12471
veiculo	FQL2599	13679
veiculo	FIC0957	4549
veiculo	EQQ1088	13158
veiculo	BGF4661	13993
veiculo	BXE8865	1365
veiculo	FNT3599	6281
veiculo	BYZ0520	2154
veiculo	CEI5660	9956
veiculo	KXC2669	4913
veiculo	CPQ1619	8067
veiculo	FCJ1630	14473
veiculo	BXO3089	7954
veiculo	EJS9399	13375
veiculo	GON4112	3337
veiculo	EYI1363	4399
veiculo	EPN1658	618
veiculo	FNZ7248	10032
veiculo	DUI0716	4732
veiculo	OBF1154	3833
veiculo	FCZ9372	2121
veiculo	EQW8564	1601
veiculo	CEX1410	517
veiculo	ETL3489	11344
veiculo	OWI9384	3562
veiculo	ERW1616	7144
veiculo	CUC6458	14001
veiculo	FIA6404	3212
veiculo	ELK1097	7405
veiculo	FEV7100	6025
veiculo	CAL6173	11787
veiculo	EYW8746	6843
veiculo	CKQ4503	8811
veiculo	BNG3929	3654
veiculo	OOM7548	11249
veiculo	EQJ1266	3716
veiculo	BIN5027	9009
veiculo	FLQ6057	603
veiculo	EUT9363	7502
veiculo	FGF1897	14306
veiculo	FEY7104	8986
veiculo	DLP6207	9650
veiculo	FQB2040	13639
veiculo	FGF9054	11377
veiculo	DSU4130	3070
veiculo	FFS2407	12759
veiculo	ESB2877	2234
veiculo	FGX0864	8631
veiculo	FAJ0914	10223
veiculo	OXF4667	5620
veiculo	MRE0472	10876
veiculo	FXH5129	14770
veiculo	FGQ3546	2148
veiculo	CIE5994	3920
veiculo	CEI2858	11113
veiculo	EQQ4017	7104
veiculo	ARO7591	14337
veiculo	DGD8402	2840
veiculo	ERG6237	5629
veiculo	EWR9571	47
veiculo	FNZ7613	7328
veiculo	CHH6881	11890
veiculo	GCW0730	14618
veiculo	DJU6620	6580
veiculo	GEF9504	4754
veiculo	BCD2626	5375
veiculo	FNK2059	6720
veiculo	CCP2420	8024
veiculo	HXK2785	2501
veiculo	EKN6408	4613
veiculo	DQH7791	8465
veiculo	EFW7444	3018
veiculo	GUE5978	956
veiculo	BVB8872	13020
veiculo	FPO5915	11641
veiculo	CBP7980	12715
veiculo	DIT4814	1773
veiculo	FHM3705	7671
veiculo	PER1830	1759
veiculo	BQL3965	11046
veiculo	CSV7303	9905
veiculo	EJA3330	13806
veiculo	BPD6945	9581
veiculo	FXC0309	125
veiculo	CCW7848	10037
veiculo	FRC8619	1234
veiculo	KRT1415	64
veiculo	FIP3072	4114
veiculo	DWG8130	3310
veiculo	ETE1491	2985
veiculo	DRM8388	1076
veiculo	ECF7531	9568
veiculo	PYJ2707	7692
veiculo	GAA7334	11059
veiculo	DVE1550	8267
veiculo	FIL1345	3917
veiculo	FZQ7862	12306
veiculo	FWE5837	5423
veiculo	EEO8674	896
veiculo	CRB0245	9422
veiculo	BPH3286	8169
veiculo	FXM1086	9221
veiculo	EFC3767	12583
veiculo	GAZ8680	6269
veiculo	DMF3658	11459
veiculo	FCT0639	12731
veiculo	FPC0264	1508
veiculo	DBZ5814	1126
veiculo	BNK2087	12127
veiculo	FJL5614	5540
veiculo	EWE2305	8720
veiculo	HFU1076	6623
veiculo	FPG0538	13084
veiculo	FFB4343	6052
residencia	0	6
veiculo	PXT5221	9570
veiculo	EZI5484	4404
veiculo	EBT1039	14132
veiculo	CMG2662	1312
veiculo	EWT8057	11360
veiculo	GBI0404	2030
veiculo	PZK7409	5298
veiculo	BOZ2034	8779
veiculo	GDI4999	13335
veiculo	DQU3757	3312
veiculo	FBC1870	12207
veiculo	EQT3846	6148
veiculo	FCY7869	4100
veiculo	BGC2348	4134
veiculo	FTK7586	12280
veiculo	GBU5676	10553
veiculo	ESF4227	2791
veiculo	GDR6813	11993
veiculo	FJL3016	1172
veiculo	FNF9883	8150
veiculo	GAH5385	6237
veiculo	AVI7814	7969
veiculo	FRI3685	4855
veiculo	FUI8940	9093
veiculo	EPU0835	9196
